MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Sale Type,Sale Condition,SalePrice
20,RL,112,10859,Reg,Corner,1Fam,1Story,5,5,1994,Gable,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1097,1097,Ex,Y,1097,0,0,1097,0,0,1,1,3,1,TA,6,Typ,NA,Unf,2,672,TA,Y,392,64,0,0,0,0,NA,WD ,Normal,145000
20,RL,60,8072,Reg,Inside,1Fam,1Story,5,5,1994,Gable,VinylSd,0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,Ex,Y,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,NA,Unf,2,480,TA,Y,0,64,0,0,0,0,NA,WD ,Normal,138000
60,RL,80,10400,Reg,Corner,1Fam,2Story,7,5,1998,Gable,VinylSd,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,NA,RFn,2,546,TA,Y,198,36,0,0,0,0,NA,WD ,Normal,197900
20,RL,78,10335,IR1,Inside,1Fam,1Story,7,5,1999,Gable,VinylSd,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,Ex,Y,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,577,TA,Y,144,29,0,0,0,0,NA,WD ,Normal,204000
20,RL,68,9017,IR1,Inside,1Fam,1Story,7,5,1999,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,Ex,Y,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Typ,NA,Fin,2,666,TA,Y,0,35,0,0,0,0,NA,WD ,Normal,192000
60,RL,70,8750,Reg,Inside,1Fam,2Story,6,5,1998,Gable,VinylSd,120,TA,TA,PConc,Gd,TA,No,GLQ,606,Unf,0,322,928,Ex,Y,928,844,0,1772,1,0,2,1,3,1,TA,7,Typ,TA,RFn,2,492,TA,Y,150,96,0,0,0,0,NA,WD ,Normal,200000
60,RL,68,8935,IR1,Inside,1Fam,2Story,7,5,2002,Gable,VinylSd,95,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,NA,RFn,2,493,TA,Y,144,68,0,0,0,0,NA,WD ,Normal,195000
20,RL,67,9808,IR1,Inside,1Fam,1Story,7,5,2002,Gable,VinylSd,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,Ex,Y,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,544,TA,Y,0,72,0,0,0,0,NA,WD ,Normal,227000
60,RL,79,12420,Reg,Inside,1Fam,2Story,7,5,2001,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,666,Unf,0,278,944,Ex,Y,944,896,0,1840,1,0,2,1,3,1,Gd,6,Typ,NA,RFn,2,622,TA,Y,0,45,0,0,0,0,NA,WD ,Normal,230000
20,RL,67,16285,IR2,Inside,1Fam,1Story,7,5,2001,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Ex,Y,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,605,TA,Y,0,33,0,0,0,0,NA,WD ,Normal,187100
20,RL,65,10739,IR1,Inside,1Fam,1Story,7,5,2002,Gable,VinylSd,68,Gd,TA,PConc,Gd,TA,No,GLQ,1259,Unf,0,172,1431,Ex,Y,1444,0,0,1444,1,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,577,TA,Y,144,40,0,0,0,0,NA,WD ,Normal,203000
20,RL,75,11166,Reg,Inside,1Fam,1Story,7,5,2001,Gable,VinylSd,180,Gd,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,1468,1492,Ex,Y,1492,0,0,1492,0,0,2,0,3,1,Gd,6,Typ,TA,RFn,2,608,TA,Y,0,114,0,0,168,0,NA,WD ,Family,201000
20,RL,60,8430,Reg,Inside,1Fam,1Story,5,5,1978,Gable,HdBoard,136,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,TA,Y,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,NA,NA,0,0,NA,Y,0,0,0,0,0,0,NA,WD ,Normal,124000
20,RL,0,16269,IR1,CulDSac,1Fam,1Story,5,5,1978,Gable,MetalSd,76,TA,TA,BrkTil,Gd,TA,Av,GLQ,625,Unf,0,282,907,TA,Y,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,343,TA,Y,72,0,0,0,0,0,MnPrv,WD ,Normal,140000
20,RL,76,6950,IR1,Inside,1Fam,1Story,5,7,1979,Gable,HdBoard,40,TA,TA,CBlock,TA,TA,No,ALQ,710,BLQ,72,132,914,TA,Y,914,0,0,914,1,0,1,0,2,1,TA,5,Typ,NA,Unf,2,444,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,134900
20,RL,61,8800,IR1,Inside,1Fam,1Story,5,7,1977,Gable,HdBoard,0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,TA,Y,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,NA,Unf,2,484,TA,Y,0,0,0,0,288,0,NA,WD ,Normal,150500
20,RL,0,7000,IR1,CulDSac,1Fam,1Story,5,8,1978,Gable,VinylSd,90,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,NA,Unf,1,336,TA,Y,0,0,0,0,0,0,GdWo,WD ,Normal,136500
20,RL,0,9286,IR1,CulDSac,1Fam,1Story,5,7,1977,Gable,HdBoard,0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,TA,Y,1268,0,0,1268,0,0,1,1,3,1,Gd,5,Typ,NA,Unf,1,252,TA,Y,173,0,0,0,0,0,NA,WD ,Normal,143500
20,RL,36,15523,IR1,CulDSac,1Fam,1Story,5,6,1972,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,Fa,Unf,1,338,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,133500
20,RL,60,7200,Reg,Inside,1Fam,1Story,5,5,1972,Hip,MetalSd,0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,TA,Y,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,NA,RFn,2,600,TA,Y,215,0,0,0,0,0,NA,WD ,Normal,123000
85,RL,60,7200,Reg,Inside,1Fam,SFoyer,5,8,1972,Gable,WdShing,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660,Unf,0,108,768,Gd,Y,768,0,0,768,0,1,1,0,2,1,TA,5,Typ,NA,Fin,1,396,TA,Y,192,0,0,0,0,0,MnPrv,WD ,Normal,133900
85,RL,70,8445,Reg,Corner,1Fam,SFoyer,5,7,1972,Gable,HdBoard,0,TA,TA,CBlock,Gd,TA,Av,GLQ,656,Unf,0,112,768,TA,Y,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,NA,Unf,2,396,TA,Y,58,0,0,0,0,0,MnPrv,WD ,Normal,133000
20,RL,90,11664,Reg,Corner,1Fam,1Story,7,5,2002,Hip,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234,Unf,0,335,1569,Ex,Y,1611,0,0,1611,1,0,2,0,3,1,Gd,6,Typ,NA,RFn,3,1231,TA,Y,262,93,0,0,0,0,NA,WD ,Normal,250000
60,RL,0,12334,IR1,Inside,1Fam,2Story,8,5,2003,Gable,VinylSd,198,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1068,1068,Ex,Y,1068,1116,0,2184,0,0,2,1,4,1,Gd,8,Typ,Gd,RFn,2,570,TA,Y,192,132,0,0,0,0,NA,WD ,Normal,254750
20,RL,0,11838,Reg,Inside,1Fam,1Story,8,5,2001,Hip,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1753,1753,Ex,Y,1788,0,0,1788,0,0,2,0,3,1,Ex,7,Typ,TA,RFn,2,522,TA,Y,202,151,0,0,0,0,NA,WD ,Normal,236500
60,RL,0,11885,Reg,Inside,1Fam,2Story,8,5,2001,Gable,VinylSd,108,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,0,309,1299,Ex,Y,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,TA,RFn,2,531,TA,Y,160,122,0,0,0,0,NA,WD ,Normal,261500
60,RL,0,11050,Reg,Inside,1Fam,2Story,9,5,2000,Hip,VinylSd,204,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,0,536,1440,Ex,Y,1476,677,0,2153,1,0,2,1,3,1,Ex,8,Typ,Ex,Fin,3,736,TA,Y,253,142,0,0,0,0,NA,WD ,Normal,313000
60,RL,70,8749,Reg,Inside,1Fam,2Story,7,5,2002,Gable,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,840,885,0,1725,0,0,2,1,3,1,Gd,6,Typ,NA,RFn,2,550,TA,Y,0,48,0,0,0,0,NA,WD ,Normal,198500
60,RL,0,11250,Reg,Corner,1Fam,2Story,7,5,2001,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,944,944,Ex,Y,944,926,0,1870,0,0,2,1,3,1,Gd,6,Typ,NA,RFn,2,608,TA,Y,256,43,0,0,0,0,NA,WD ,Normal,211000
20,RL,90,15750,Reg,FR3,1Fam,1Story,8,5,1999,Gable,VinylSd,260,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246,Unf,0,216,1462,Ex,Y,1513,0,0,1513,1,0,2,0,2,1,Gd,5,Typ,TA,Fin,2,521,TA,Y,135,34,0,0,0,0,NA,WD ,Normal,220000
20,RL,73,11883,Reg,Inside,1Fam,1Story,7,5,1996,Hip,VinylSd,196,Gd,TA,PConc,Gd,TA,Gd,GLQ,690,Unf,0,814,1504,Ex,Y,1504,0,0,1504,1,0,2,0,3,1,Gd,6,Typ,TA,Fin,2,478,TA,Y,115,66,0,0,0,0,NA,WD ,Normal,203000
20,RL,0,12782,Reg,Inside,1Fam,1Story,8,5,2002,Hip,HdBoard,164,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360,Unf,0,462,1822,Ex,Y,1828,0,0,1828,1,0,2,0,3,1,Gd,7,Typ,Gd,Fin,2,523,TA,Y,194,144,0,0,0,0,NA,WD ,Normal,279500
20,RL,70,8750,Reg,Inside,1Fam,1Story,7,5,1997,Gable,VinylSd,209,Gd,TA,PConc,Gd,TA,Av,GLQ,1111,Unf,0,306,1417,Ex,Y,1417,0,0,1417,1,0,2,0,3,1,Gd,7,Typ,TA,Unf,2,511,TA,Y,60,0,0,0,117,0,NA,WD ,Normal,210000
60,RL,0,9375,Reg,Inside,1Fam,2Story,7,5,1997,Gable,VinylSd,573,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,Y,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,NA,RFn,2,645,TA,Y,576,36,0,0,0,0,GdPrv,WD ,Normal,219500
60,RL,70,8750,Reg,Inside,1Fam,2Story,7,5,1996,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,880,880,Ex,Y,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,TA,RFn,2,512,TA,Y,0,120,0,0,0,0,NA,WD ,Normal,191000
20,RL,70,9100,Reg,Inside,1Fam,1Story,7,5,2001,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,573,TA,Y,356,0,0,0,0,0,NA,WD ,Normal,178000
20,RL,75,9750,Reg,Inside,1Fam,1Story,7,5,2000,Gable,VinylSd,171,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,TA,Unf,2,451,TA,Y,74,234,0,0,0,0,NA,WD ,Normal,213000
120,RM,0,4435,Reg,Inside,TwnhsE,1Story,6,5,2003,Gable,VinylSd,170,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,NA,Fin,2,420,TA,Y,140,0,0,0,0,0,NA,WD ,Normal,144000
120,RM,0,4435,Reg,Inside,TwnhsE,1Story,6,5,2003,Gable,VinylSd,170,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,848,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,NA,Fin,2,420,TA,Y,140,0,0,0,0,0,NA,WD ,Normal,140000
20,RL,85,10200,Reg,Inside,1Fam,1Story,8,5,2007,Gable,VinylSd,180,Gd,TA,PConc,Gd,TA,Av,GLQ,1478,Unf,0,100,1578,Ex,Y,1602,0,0,1602,1,0,2,0,3,1,Gd,7,Typ,Gd,RFn,3,810,TA,Y,0,48,0,0,195,0,NA,WD ,Normal,293200
60,RL,65,9313,IR1,Inside,1Fam,2Story,7,5,2004,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Ex,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,NA,RFn,2,572,TA,Y,187,56,0,0,0,0,NA,WD ,Normal,190000
20,RL,63,8487,Reg,FR2,1Fam,1Story,7,5,2004,Gable,VinylSd,210,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,Ex,Y,1500,0,0,1500,0,0,2,0,3,1,Gd,6,Typ,NA,RFn,2,570,TA,Y,192,36,0,0,0,0,NA,WD ,Normal,190000
60,RL,64,8633,Reg,FR2,1Fam,2Story,6,5,2005,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,Ex,Y,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,NA,Fin,2,540,TA,Y,100,35,0,0,0,0,NA,WD ,Normal,173500
60,RL,85,11069,Reg,Corner,1Fam,2Story,6,5,2007,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,608,608,Ex,Y,608,788,0,1396,0,0,2,1,3,1,Gd,6,Typ,Gd,Fin,2,440,TA,Y,100,36,0,0,0,0,NA,WD ,Normal,170000
20,RL,67,8777,Reg,Inside,1Fam,1Story,4,5,1949,Gable,VinylSd,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Ex,Y,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,NA,Fin,2,520,TA,N,0,96,0,0,0,0,MnPrv,WD ,Normal,108000
20,RL,75,9937,Reg,Corner,1Fam,1Story,5,7,1964,Hip,MetalSd,0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,0,849,1486,Ex,Y,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,NA,Fin,2,480,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,167000
20,RL,67,8877,Reg,Inside,1Fam,1Story,4,6,1938,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,Ex,Y,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,Gd,Unf,1,288,Fa,Y,0,0,0,0,0,0,NA,WD ,Normal,100000
85,RL,64,7301,Reg,Corner,1Fam,SFoyer,7,5,2003,Gable,HdBoard,500,Gd,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Ex,Y,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,Ex,RFn,2,672,TA,Y,0,0,177,0,0,0,NA,ConLD,Normal,198500
60,RL,75,7950,IR1,Corner,1Fam,2Story,6,6,1977,Hip,HdBoard,140,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,TA,Y,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,NA,Fin,2,440,TA,Y,252,0,0,0,0,0,MnPrv,WD ,Normal,159500
20,RL,80,10682,Reg,Inside,1Fam,1Story,4,6,1960,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,GLQ,399,Unf,0,615,1014,TA,Y,1149,0,0,1149,1,0,1,0,3,1,TA,7,Min1,NA,Fin,1,544,TA,Y,0,240,0,0,0,0,MnPrv,WD ,Normal,127000
80,RL,72,7200,Reg,Inside,1Fam,SLvl,6,6,1976,Hip,MetalSd,255,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,Ex,Y,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,Fa,Unf,1,352,TA,Y,296,0,0,0,0,0,GdWo,WD ,Abnorml,125000
20,RL,86,13286,IR1,Inside,1Fam,1Story,9,5,2007,Hip,CemntBd,340,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Ex,Y,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,Gd,Fin,3,768,TA,Y,327,64,0,0,0,0,NA,WD ,Normal,320000
180,RM,35,3675,Reg,Inside,TwnhsE,SFoyer,6,5,2005,Gable,VinylSd,80,TA,TA,Wood,Gd,TA,Gd,GLQ,547,Unf,0,0,547,Gd,Y,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,NA,Fin,2,525,TA,Y,0,28,0,0,0,0,NA,WD ,Normal,145500
20,RL,50,9405,Reg,Inside,1Fam,1Story,5,9,1947,Hip,VinylSd,0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,Ex,Y,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,NA,NA,0,0,NA,Y,0,200,0,0,0,0,NA,WD ,Normal,118000
20,RL,64,6410,Reg,Inside,1Fam,1Story,4,5,1959,Gable,AsbShng,0,TA,TA,CBlock,TA,TA,No,LwQ,332,Rec,243,301,876,TA,Y,876,0,0,876,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,320,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,85000
20,RL,70,11767,Reg,Inside,1Fam,1Story,5,5,1950,Gable,MetalSd,0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078,Unf,0,0,1078,TA,Y,1368,0,0,1368,1,0,1,0,3,1,TA,6,Min1,NA,RFn,1,195,TA,Y,0,41,211,0,0,0,NA,WD ,Normal,120000
50,RL,50,8405,Reg,Inside,1Fam,1.5Fin,4,3,1945,Gable,WdShing,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,TA,N,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,NA,Unf,1,240,TA,N,92,0,185,0,0,0,NA,WD ,Normal,98000
30,RL,56,4060,Reg,Corner,1Fam,1Story,5,8,1922,Gable,Wd Sdng,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,Ex,Y,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,NA,NA,0,0,NA,Y,0,96,0,0,0,0,NA,WD ,Normal,99900
20,RL,74,10206,Reg,Corner,1Fam,1Story,3,3,1952,Flat,BrkComm,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Fa,N,944,0,0,944,0,0,1,0,2,1,Fa,4,Min1,NA,Unf,2,528,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,82000
90,RL,65,10926,Reg,Inside,Duplex,1Story,5,5,1959,Hip,VinylSd,74,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1678,1678,TA,Y,1678,0,0,1678,0,0,2,0,6,2,TA,10,Typ,NA,NA,0,0,NA,Y,0,0,0,0,0,0,NA,WD ,Normal,119900
20,RL,70,11767,Reg,Inside,1Fam,1Story,5,5,1956,Hip,HdBoard,259,TA,TA,CBlock,TA,TA,No,Rec,546,Unf,0,604,1150,Ex,Y,1560,0,0,1560,0,0,1,0,2,1,TA,7,Min1,TA,Unf,1,313,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,103500
20,RL,0,8926,IR1,Corner,1Fam,1Story,4,3,1956,Gable,AsbShng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,Ex,Y,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,NA,Unf,1,288,TA,Y,64,0,0,0,160,0,MnPrv,COD,Abnorml,112000
50,RL,67,12354,Reg,Corner,1Fam,1.5Fin,6,8,1920,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,Gd,Y,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,NA,Unf,2,528,TA,Y,0,46,0,0,0,0,GdPrv,ConLI,Normal,110000
50,RL,45,8212,Reg,Inside,1Fam,1.5Fin,5,6,1941,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,94,720,Ex,Y,854,444,0,1298,0,0,1,0,3,1,TA,6,Typ,Gd,Unf,1,256,TA,Y,84,0,0,0,0,0,NA,WD ,Normal,122000
50,RL,60,10998,Reg,Inside,1Fam,1.5Fin,5,5,1941,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,LwQ,408,BLQ,420,156,984,Ex,Y,984,620,0,1604,0,0,2,0,3,1,TA,6,Min2,NA,Unf,2,660,TA,Y,0,68,0,0,0,0,NA,WD ,Normal,117000
50,RH,70,6300,Reg,Corner,1Fam,1.5Fin,5,4,1938,Gable,MetalSd,88,TA,TA,PConc,TA,Fa,No,LwQ,832,Unf,0,0,832,TA,Y,832,436,0,1268,0,0,1,1,3,1,TA,7,Typ,Gd,Unf,1,250,TA,Y,0,0,55,0,0,0,NA,WD ,Abnorml,160000
50,RH,55,4500,IR2,Inside,1Fam,1.5Fin,5,5,1932,Gable,VinylSd,0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,Ex,Y,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,NA,Unf,1,281,TA,Y,0,0,56,0,0,0,NA,WD ,Abnorml,159434
30,RL,60,8400,Reg,Inside,1Fam,1Story,2,5,1920,Gable,Wd Sdng,0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,TA,N,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,NA,Unf,1,246,TA,N,0,0,0,0,0,0,NA,WD ,Normal,60000
50,RL,60,9900,Reg,Inside,1Fam,1.5Fin,6,7,1940,Gable,VinylSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,TA,Y,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,Gd,Unf,1,240,TA,Y,335,0,0,0,0,0,GdWo,WD ,Normal,139500
75,RL,102,15863,Reg,Corner,1Fam,2.5Fin,7,3,1920,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,301,824,Ex,Y,1687,998,397,3082,1,0,2,1,5,1,TA,12,Typ,TA,Fin,2,672,TA,Y,136,63,0,0,0,0,NA,WD ,Normal,197000
70,RL,43,5707,Reg,Inside,1Fam,2Story,6,6,1935,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,583,583,Gd,Y,647,595,0,1242,0,0,1,1,3,1,TA,6,Typ,Gd,Unf,1,180,Fa,Y,329,96,0,0,0,0,NA,WD ,Normal,105000
50,RL,65,7804,Reg,Inside,1Fam,1.5Fin,4,3,1928,Gable,WdShing,0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,TA,Y,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,TA,Unf,2,576,TA,Y,431,44,0,0,0,0,MnPrv,WD ,Normal,135000
30,RL,64,8574,Reg,Inside,1Fam,1Story,6,8,1916,Gable,Stucco,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,816,816,Ex,Y,1232,0,0,1232,0,0,1,0,3,1,Gd,6,Typ,Gd,Unf,2,440,TA,Y,0,0,180,0,0,0,NA,WD ,Normal,147500
50,RL,51,6171,Reg,Inside,1Fam,1.5Fin,6,6,1925,Gable,WdShing,0,TA,TA,BrkTil,TA,TA,No,BLQ,264,Unf,0,712,976,Ex,Y,1160,448,0,1608,0,0,2,1,3,1,Gd,7,Typ,Gd,Unf,1,216,Fa,Y,147,16,0,0,0,0,MnPrv,WD ,Normal,137450
70,RL,60,7200,Reg,Inside,1Fam,2Story,7,9,1936,Gable,Wd Sdng,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,Ex,Y,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,NA,RFn,2,576,TA,Y,256,0,0,0,0,0,MnPrv,WD ,Normal,155000
50,RL,57,7558,Reg,Inside,1Fam,1.5Fin,6,6,1928,Gable,BrkFace,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,896,Gd,Y,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,TA,Unf,2,342,Fa,Y,0,0,0,0,0,0,NA,WD ,Normal,177000
50,RL,52,6292,Reg,Inside,1Fam,1.5Fin,7,7,1928,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,861,861,Gd,Y,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,Gd,Unf,1,216,TA,Y,0,50,0,0,0,0,NA,WD ,Normal,145000
70,RL,53,7155,Reg,Inside,1Fam,2Story,7,8,1918,Gambrel,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,600,600,Ex,Y,628,600,0,1228,0,0,1,0,3,1,TA,6,Typ,Gd,Unf,1,215,Fa,Y,0,113,0,0,195,0,MnPrv,WD ,Normal,137000
70,RL,53,10918,Reg,Inside,1Fam,2Story,7,9,1926,Gambrel,MetalSd,0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1276,1276,Ex,Y,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,Gd,Unf,1,282,TA,Y,0,0,0,0,145,0,MnPrv,WD ,Normal,234000
50,RL,60,13680,Reg,Inside,1Fam,1.5Fin,5,6,1940,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,ALQ,728,Unf,0,112,840,Ex,Y,840,727,0,1567,1,0,1,1,2,1,TA,6,Min2,TA,Unf,2,440,TA,Y,0,21,150,0,0,0,GdPrv,WD ,Normal,205000
70,RL,0,7500,IR1,Inside,1Fam,2Story,6,7,1942,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,Fa,Y,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,Gd,Unf,1,213,TA,P,0,0,0,0,224,0,NA,WD ,Normal,177500
